,상호명,자치구,신주소,X좌표(WGS84),Y좌표(WGS84)
336,종각역 물품보관소,종로구,"서울 종로구 종로 지하 55 (종로1가, 종각지하철역사)",126.983239678933,37.5702140381269
337,광화문광장 야경,종로구,서울 종로구 세종대로 지하 172,126.976787992565,37.5716228232824
338,서울역사박물관,종로구,"서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)",126.97107522045,37.5704968494713
339,서초 여행자 지원센터,서초구,서울특별시 서초구 서초동 1318-7,127.027051625604,37.4981827853125
340,평택쌀상회,금천구,서울 금천구 독산로40길 27-5,126.906001194503,37.4606221831968
341,국립어린이민속박물관,종로구,"서울 종로구 삼청로 37 (세종로, 국립민속박물관)",126.978889955558,37.5816745310255
342,다락,마포구,"서울 마포구 도화2길 8 (도화동, 에어몰 빌딩)",126.948762009763,37.5400702441827
343,대각사,종로구,서울 종로구 율곡로10길 87 (대각사),126.992025898705,37.5736834293495
344,돈의문 터(옛 서대문),종로구,서울 종로구 신문로2가 170,126.968709533621,37.5688758959702
345,삼양탕,강북구,"서울 강북구 덕릉로8길 6 (수유동, 삼양여관)",127.015232666457,37.6337002896371
346,혜화문,종로구,"서울 종로구 창경궁로 307 (혜화동, 혜화문)",127.003505031117,37.5879621452783
347,굴다리식당 ,마포구,서울 마포구 새창로 8-1 (도화동),126.950811737715,37.5421160247986
348,돌 레코드,중구,서울 중구 마장로9길 49-29,127.017948235192,37.5699026596932
349,동대문디자인플라자 (DDP),중구,"서울 중구 을지로 281 (을지로7가, 디자인장터)",127.010890355484,37.5680445876689
350,맨투맨양복점,영등포구,서울 영등포구 영등포로 181-2 (영등포동6가),126.901625867539,37.5206620127139
351,피규어뮤지엄W,강남구,"서울 강남구 선릉로158길 3 (청담동, Ys Roo)",127.040386554258,37.5257998045331
352,광성유통,동대문구,서울 동대문구 고산자로36길 30 (제기동) 1층 광성유통,127.04011295408,37.5791181689844
353,그래픽,용산구,서울 용산구 회나무로39길 33 (이태원동),126.993580131333,37.5408948786009
354,목인박물관,종로구,서울 종로구 창의문로5길 46-1,126.963289212881,37.5890219122924
355,경복궁 돌담길 ,종로구,"서울 종로구 사직로 161 (세종로, 경복궁)",126.976842133821,37.5759040910202
356,김포공항관광정보센터,강서구,"서울 강서구 하늘길 38 (방화동, 김포공항(국제청사))",126.802960133589,37.5713695798026
357,놓다 물품보관소,종로구,"서울 종로구 돈화문로11길 29 (돈의동, 낙원오피스텔)",126.989861453401,37.5723316807738
358,반포대교 야경,서초구,서울 서초구 올림픽대로 2085-14,126.995962256954,37.5124362037118
359,방이동 백제고분군,송파구,서울특별시 송파구 오금로 219 (방이동),127.118164220291,37.5075749063374
360,백범광장공원,중구,서울 중구 퇴계로8길 49-4,126.979964687665,37.5571619646336
361,손기정문화도서관,중구,서울 중구 손기정로 101 (손기정공원),126.964815746241,37.5554795035057
362,경복궁 물품보관소,종로구,"서울 종로구 사직로 161 (세종로, 경복궁)",126.976842133821,37.5759040910202
363,국립고궁박물관 물품보관소,종로구,"서울 종로구 효자로 12 (세종로, 국립고궁박물관)",126.974974825074,37.5765916191985
364,글벗서점,마포구,서울 마포구 월드컵북로 210 (성산동),126.905804329554,37.5692205219891
365,금선사,종로구,"서울 종로구 비봉길 137 (구기동, 금선사)",126.953420987682,37.6207199441963
366,덕수궁,중구,서울 중구 세종대로 99,126.973725785222,37.5660868250943
367,창덕궁,종로구,"서울 종로구 율곡로 99 (와룡동, 창덕궁)",126.989710338876,37.5788697347103
368,남도한식정든님고운님,중구,서울 중구 세종대로14길 22-5 (북창동),126.978071823726,37.5625556267229
369,남산골 한옥마을,중구,서울 중구 퇴계로34길 28 (남산골한옥마을),126.994738735334,37.5595422700067
370,동대문 관광안내소,중구,서울 중구 장충단로 247 (굿모닝시티쇼핑몰),127.007358177138,37.5668021171335
371,동대입구역,중구,"서울 중구 동호로 지하 256 (장충동2가, 동대입구역 3호선)",127.005460196954,37.559030224347
372,봉은사 ,강남구,서울 강남구 봉은사로 531 (봉은사),127.057734484281,37.5158257049833
373,부민옥,중구,서울 중구 다동길 24-12 (다동),126.980177653984,37.5675310295731
374,백양세탁,종로구,서울 종로구 계동길 54 (계동),126.986880757145,37.5797484638907
375,북촌한옥마을,종로구,서울 종로구 계동길 37 북촌문화센터 일대 (계동),126.986276109794,37.5790883269606
376,비원떡집,종로구,서울 종로구 북촌로 33-1 (가회동),126.984878290353,37.5797781373572
377,거안,종로구,"서울 종로구 인사동길 44 (관훈동, 쌈지길)",126.984876575201,37.5742647725946
378,김근태기념도서관,도봉구,서울 도봉구 도봉산길 14 (도봉동),127.044019937677,37.6876674374375
379,김용안과자점,용산구,서울 용산구 한강대로 155-1 (한강로2가),126.971256672775,37.5330751959489
380,낙산 물품보관소,종로구,서울 종로구 동숭길 51 (동숭동) 1층 7호,127.004190744723,37.5805564090189
381,동림매듭공방,종로구,서울 종로구 북촌로12길 10,126.985612978132,37.5817835710003
382,삼청동 골목길,종로구,서울특별시 종로구 가회동 일대,126.984784487479,37.5800968068427
383,서울스카이,송파구,"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 117~123층",127.103433202893,37.513101157342
384,경인미술관,종로구,서울 종로구 인사동10길 11-4,126.985723489033,37.5745908579478
385,그날이오면,관악구,서울 관악구 신림로 91 (신림동) 9호,126.939065988966,37.4703086452623
386,미도파꽃집,영등포구,"서울 영등포구 경인로 지하 843 (영등포동3가, 영등포역지하도상가)",126.906658750671,37.5164625580995
387,사직단,종로구,서울 종로구 사직로 89,126.967833124699,37.5756034804899
388,서울관광플라자 관광정보센터,종로구,종로구 청계천로 85 (삼일빌딩 1층),126.987150409394,37.5686313893591
389,성곡미술관,종로구,"서울 종로구 경희궁길 42 (신문로2가, 성곡미술관)",126.96970364743,37.5735105141974
390,순라길,종로구,서울시 종로구 서순라길 161 (권농동) 일대,126.991788676673,37.5773777611238
391,한영양복점,중구,서울 중구 퇴계로20길 2,126.985434663205,37.5597163723303
392,대한민국역사박물관,종로구,서울시 종로구 세종대로 198 (세종로),126.978339442463,37.5737136067193
393,명동재미로,중구,"서울 중구 퇴계로20길 24 (남산동2가, 남산동공영주차장)",126.985597508957,37.5592322866074
394,서부감자국 ,은평구,서울 은평구 서오릉로 8 (녹번동),126.926933124828,37.602260750611
395,남포면옥(중구),중구,서울특별시 중구 을지로3길 24 (다동),126.981675952718,37.5671463662203
396,납청놋전,종로구,서울 종로구 인사동10길 5 (관훈동),126.985309826057,37.5741249929142
397,내자땅콩,종로구,서울 종로구 사직로 111 (내자동),126.971075140727,37.5762640275272
398,동대문디자인플라자 물품보관소,중구,서울 중구 을지로 281,127.010890355484,37.5680445876689
399,동대문역 물품보관소,종로구,"서울 종로구 율곡로 지하 308 (종로6가, 4호선 동대문역)",127.009546610861,37.5704117093421
400,서울 한양도성,종로구,"서울 종로구 율곡로 283 (종로6가, 서울디자인지원센터)",127.008512843764,37.5728571793919
401,소극장 산울림,마포구,서울 마포구 와우산로 157,126.930109457636,37.5550832990905
402,역전회관,마포구,서울 마포구 토정로37길 47 (염리동),126.947016676997,37.542937806474
403,덕수궁돌담길,중구,서울 중구 세종대로19길 24 덕수궁 돌담길,126.974461639777,37.5677154464989
404,라플루마앤보헤미안,성북구,서울 성북구 고려대로27길 18,127.029898451923,37.5870992240896
405,불광대장간,은평구,서울 은평구 통일로69길 15 (대조동),126.927031323434,37.6111713283271
406,서울대학교 미술관 MoA,관악구,"서울 관악구 관악로 1 (신림동, 서울대학교) 서울대학교 미술관 (서울대학교 내)",126.94815644252,37.4662872666604
407,디지털미디어시티,마포구,"서울 마포구 월드컵북로 366 (상암동, DMC 홍보관)",126.89211485663,37.5776946420349
408,롯데월드 물품보관소,송파구,"서울 송파구 올림픽로 240 (잠실동, 롯데월드)",127.098141751177,37.5113096112036
409,명동 화교거리,중구,서울 중구 남대문로 52-5,126.981717024453,37.5621198047309
410,서울백제어린이박물관,송파구,서울 송파구 올림픽로 424 서울백제어린이박물관,127.115517876627,37.5203396980951
411,금박연,종로구,서울 종로구 북촌로12길 24-12,126.986186699979,37.5826275100841
412,금복상회,금천구,서울 금천구 시흥대로146길 33,126.900607175047,37.4741050897747
413,서울시립 북서울미술관,노원구,"서울 노원구 동일로 1238 (중계동, 서울시립 북서울미술관)",127.066865579183,37.6406604547872
414,서울시립 사진미술관,도봉구,서울 도봉구 마들로13길 68 (창동) 서울시립 사진미술관,127.048947814686,37.6555150225578
415,아라리오뮤지엄 인 스페이스,종로구,서울 종로구 율곡로 83 (원서동),126.988357552948,37.5777621971432
416,남산서울타워 물품보관소,용산구,"서울 용산구 남산공원길 105 (용산동2가, YTN서울타워)",126.987867837993,37.5511225714939
417,북촌동양문화박물관,종로구,서울 종로구 북촌로11길 76,126.983370412821,37.5839903499019
418,대구참기름집,종로구,서울 종로구 계동길 67 (계동),126.986666915893,37.5803121918007
419,대림시장 감자국거리,은평구,서울 은평구 응암로4길 26 (응암동) 대림시장 감자국거리,126.917545647532,37.5871616982388
420,대성표구사,용산구,서울 용산구 이태원로 216 (한남동),126.998136551597,37.5346871460213
421,대오서점,종로구,서울특별시 종로구 자하문로7길 55 (누하동),126.969324927835,37.5797361073093
422,서울약령시 한의약박물관,동대문구,"서울 동대문구 약령중앙로 26 (제기동, 서울한방진흥센터) B2",127.037586644096,37.5806004145096
423,서울중앙성원,용산구,서울 용산구 우사단로10길 39,126.99729799402,37.5332797663619
424,아원공방,종로구,서울 종로구 북촌로5가길 3,126.982194537365,37.5797469490698
425,서울하수도과학관,성동구,서울 성동구 자동차시장3길 64 (용답동) 서울하수도과학관,127.060364943935,37.5604666954517
426,초전섬유퀼트박물관,중구,서울 중구 퇴계로18길 66 (제일빌딩),126.984229519746,37.5581281200112
427,성우이용원,마포구,서울 마포구 효창원로97길 4-1,126.963337206543,37.5495594064023
428,숭례문(남대문),중구,서울 중구 세종대로 40 (숭례문(남대문)),126.975359779271,37.5599277853801
429,쉼박물관,종로구,서울 종로구 세검정로 209-17 (쉼박물관),126.955677955696,37.5995036888778
430,예술의전당 서울서예박물관,서초구,"서울 서초구 남부순환로 2406 (서초동, 예술의전당)",127.014215239186,37.4802401962069
431,아름다운 차박물관,종로구,서울 종로구 인사동길 19-11,126.985881712125,37.5723710958927
432,유홍식 수제화 명장 1호,성동구,서울 성동구 아차산로 97 2층,127.055123744487,37.5452324827558
433,안녕러기지 물품보관소,마포구,서울 마포구 어울마당로 149-2 (동교동),126.926574008314,37.556859001448
434,힐스트링,서초구,서울 서초구 반포대로1길 8 성호빌딩 3층,127.012091123411,37.4812670423944
435,공평도시유적전시관,종로구,서울 종로구 우정국로 26 (센트로폴리스 지하 1층),126.983530268891,37.5716808092144
436,이길이구 갤러리,강남구,서울 강남구 강남대로158길 35 (신사동),127.021480246749,37.5197495682315
437,국립현대미술관 서울관 갤러리아트존,종로구,서울 종로구 삼청로 30 (소격동) 국립현대미술관,126.980032718285,37.5787436166877
438,충무로역 물품보관소,중구,서울 중구 퇴계로 198 (필동2가),126.993904601552,37.5609375137061
439,통의동 골목,종로구,서울 종로구 통의동 35-15,126.972689079755,37.5778755699713
440,등촌 최월선칼국수,강서구,서울 강서구 화곡로64길 68,126.856708298569,37.5560425503116
441,옛날집낙원아구찜,종로구,서울 종로구 삼일대로 436 (낙원동),126.988000615593,37.5734999165726
442,정동전망대,중구,"서울 중구 덕수궁길 15 (서소문동, 서울시청 서소문별관)",126.975613605737,37.5645541852439
443,명가떡집,송파구,서울 송파구 석촌호수로12길 7 (잠실동),127.085614159971,37.5090211638931
444,인천국제공항 제 1터미널 서울관광정보센터 (서편),중구,인천광역시 중구 공항로 272 (운서동) 인천국제공항 제1여객터미널 1층 입국장 10번 출구,126.427699293474,37.458350712273
445,서울 관광기념품 전시관?여행자지원센터,종로구,서울 종로구 청계천로 85 (삼일빌딩) 앞,126.987150409394,37.5686313893591
446,서울도서관 (옛 서울시청사),중구,서울특별시 중구 세종대로 110 (태평로1가),126.977918351844,37.566370776634
447,초대길,강북구,서울 강북구 4.19로 114 (수유동) 근현대사기념관 (출발),127.002830628534,37.6434410661945
448,종로 은행나무집,종로구,"서울 종로구 삼일대로 382 (관철동, 신영빌딩) 2~3층",126.988072810786,37.5686993311209
449,코엑스,강남구,"서울 강남구 영동대로 513 (삼성동, 코엑스)",127.059159043842,37.5118239121138
450,탈방 ,종로구,서울 종로구 인사동길 48 (관훈동),126.984458604383,37.5744075259766
451,"태릉, 강릉",노원구,"서울 노원구 화랑로 681 (공릉동, 태강릉)",127.097473658713,37.6301539234948
452,충무로역,중구,서울 중구 퇴계로 198 (필동2가),126.993904601552,37.5609375137061
453,함스브로트과자점,도봉구,서울 도봉구 도봉로 483 (쌍문동),127.034535261333,37.6489391638953
454,화계사,강북구,"서울 강북구 화계사길 117 (수유동, 화계사)",127.007087091421,37.6325223905148
455,환구단(원구단),중구,서울시 중구 소공로 106 (소공동),126.980184460247,37.5644841324893
456,안경박사 본점,성북구,"서울 성북구 보국문로 10 (정릉동, 부광빌딩)",127.011654702043,37.6055372596331
457,애플하우스,동작구,"서울 동작구 동작대로27다길 29 (사당동, 서광시티뷰) 2층",126.980662610028,37.4862850569156
458,풍납토성,송파구,서울특별시 송파구 한가람로20길 30 (풍납동),127.120860181354,37.5386947722498
459,플랫폼엘 (PLATFORM-L),강남구,서울 강남구 언주로133길 11 (논현동),127.034381857383,37.5160551065386
460,한강초교앞보도육교,용산구,서울 용산구 한강로3가,126.962182447512,37.5276608637792
461,옥상정원 (The Roof),중구,"서울 중구 한강대로 405 (봉래동2가, 경부고속철도서울민자역사)",126.969526329341,37.5547278494914
462,왕짱구식당,종로구,서울 종로구 계동길 83 (계동),126.986679456785,37.5810909221363
463,호호재 서울,종로구,서울 종로구 삼청로 71-7 (팔판동),126.981153090219,37.5821003632233
464,흑석동 효사길,동작구,"서울 동작구 흑석동 효사 4, 5길",126.958112214605,37.5100426256332
465,국립현대미술관 덕수궁관,중구,서울특별시 중구 세종대로 99 (정동),126.973725785222,37.5660868250943
466,일자산허브천문공원,강동구,서울 강동구 둔촌동 산86,127.154246253068,37.5374114232963
467,청전이상범 가옥,종로구,서울 종로구 필운대로 31-7 (누하동),126.968402524797,37.5788545117205
468,토탈미술관,종로구,서울 종로구 평창32길 8,126.975628088798,37.6121417336643
469,통문관,종로구,서울 종로구 인사동길 55-1,126.983667440764,37.5749008038661
470,소덕문 터(옛 서소문),중구,서울 중구 서소문로 100 (중앙일보 구관),126.97258645939,37.5622732794756
471,홍지문 탕춘대성,종로구,서울특별시 종로구 세검정로 212 (홍지동),126.958433131882,37.5977929887218
472,회현쇼핑센터 물품보관소,중구,"서울 중구 소공로 지하 58 (충무로1가, 회현지하쇼핑센터) 마 24호",126.981847764291,37.5606668775872
473,신안촌,종로구,서울특별시 종로구 사직로12길 8 (내자동),126.970877962504,37.5756194075988
474,신촌역사 관광안내소,서대문구,"서울 서대문구 신촌역로 30 (신촌동, 신촌민자역사) 신촌역사 내",126.942386979371,37.5598241279561
475,안국역 물품보관소,종로구,"서울 종로구 율곡로 지하 62 (안국동, 3호선 안국역)",126.985823042976,37.5767203705556
476,원조조박집 ,마포구,서울특별시 마포구 토정로 313-1 1층동,126.943866192022,37.5399716114492
477,원효로성당,용산구,서울 용산구 원효로19길 49 (원효로4가),126.95459335968,37.534209370461
478,이태원북스,용산구,서울 용산구 녹사평대로 208 (이태원동),126.987226909735,37.5362463724633
479,절두산순교성지,마포구,"서울 마포구 토정로 6 (합정동, 한국천주교순교자박물관)",126.911793575318,37.5441354407025
480,종로5가역 물품보관소,종로구,"서울 종로구 종로 지하 216 (종로5가, 1호선 종로5가역)",127.001916647342,37.5709075371016
481,중랑망우공간,중랑구,"서울 중랑구 망우로91길 2 (망우동, 중랑 망우공간)",127.114382844197,37.5989775278216
482,창덕궁 물품보관소,종로구,"서울 종로구 창덕궁길 94 (원서동, 원서노인정)",126.989439938903,37.581680541322
483,최만린미술관,성북구,서울 성북구 솔샘로7길 23 (정릉동),127.004288022173,37.6106597929108
484,하늘물빛 (전통 천연 염색 연구소) ,종로구,서울 종로구 종로63라길 8 6층 옥상,127.018065848943,37.5746051151834
485,한국가구박물관,성북구,"서울 성북구 대사관로 121 (성북동, 한국가구박물관)",126.993449438953,37.6003780418349
486,해방촌 골목,용산구,서울 용산구 신흥로 90 (용산동2가),126.985583625331,37.5461126719259
487,해창양복점,중구,서울 중구 남대문로7길 33 (소공동) 소공빌딩 101호,126.980017014113,37.563795833192
488,허준근린공원,강서구,"서울 강서구 허준로5길 42 (가양동, 구암공원관리사무실)",126.853729825991,37.5675982250856
489,갤러리모순,중구,"서울 중구 정동길 33 (정동, 신아일보) 203호",126.972170048684,37.5662500894879
490,혜성미용실,구로구,서울 구로구 고척로6길 42 (오류동),126.84109552916,37.4966010908424
491,공항칼국수,강서구,"서울 강서구 공항대로 18-1 (공항동, 이스카이오피스텔) 지하 1층",126.809129234237,37.5609595311681
492,국립한글박물관 ,용산구,"서울 용산구 서빙고로 139 (용산동6가, 국립한글박물관)",126.980486330158,37.5210687976885
493,국립항공박물관	,강서구,"서울 강서구 하늘길 177 (공항동, 국립항공박물관)",126.80887234623,37.5568697658909
494,마포옥,마포구,서울특별시 마포구 토정로 312 (용강동),126.943351207119,37.5398742377381
495,북촌목공예공방,종로구,서울 종로구 계동길 112 지1층,126.986935437125,37.5823429714786
496,서소문성지역사박물관,중구,서울 중구 칠패로 5 (의주로2가),126.968867161039,37.5605678517575
497,서울중앙우체국,중구,"서울 중구 소공로 70 (충무로1가, 서울중앙우체국청사)",126.982169090151,37.5615987374058
498,스페이스 씨,강남구,"서울특별시 강남구 언주로 827, 스페이스씨 (신사동)",127.032811501034,37.5240704255681
499,종로양복점,중구,서울 중구 수표로 45 (을지비즈센터) 618호 종로양복점,126.989596182183,37.5653393912938
500,하동관 ,중구,서울 중구 명동9길 12 (명동1가),126.98503102565,37.5644336698671
501,학림다방,종로구,서울 종로구 대학로 119 2층,127.001677370261,37.5819304868796
502,학사당구장,동대문구,서울 동대문구 안암로 154 (제기동) 2층,127.035060919618,37.5883726180903
503,한상수자수박물관,성북구,"서울 성북구 성북로 87-1 (성북동, 백강빌딩)",126.999156775598,37.5929188231965
504,한성백제박물관,송파구,"서울 송파구 위례성대로 71 (방이동, 한성백제박물관)",127.120800706942,37.5154287227604
505,한신옹기,용산구,서울 용산구 신흥로 7 (용산동2가),126.986504185678,37.5391526489225
506,"현대카드 뮤직 라이브러리, 현대카드 바이닐앤플라스틱",용산구,서울 용산구 이태원로 246 (한남동),127.000702064249,37.5366355725896
