,상세영업상태명,도로명전체주소,사업장명,문화체육업종명,좌표정보x(epsg5174),좌표정보y(epsg5174),지역구분명,지상층수,지하층수,객실수,주변환경명,건물용도명,시설면적,관광숙박업상세명
135,폐업,,(주)올림피아스위트,관광숙박업,197949.002174181,456478.436790904,,0.0,0.0,0.0,,,0.0,
136,폐업,서울특별시 종로구 율곡로 176  (원남동),비원관광호텔,관광숙박업,199775.901529928,452592.4422331,,13.0,2.0,0.0,,,0.0,
137,폐업,서울특별시 종로구 율곡로10길 12 (와룡동),Stay in GAM,관광숙박업,199119.675907849,452732.545380767,상업지역,5.0,1.0,15.0,학교정화(상대),근린생활시설,423.76,호스텔업
138,폐업,,전풍관광호텔,관광숙박업,,,일반상업지역,6.0,1.0,0.0,주택가주변,호텔,2303.0,
139,폐업,서울특별시 성북구 보문로 78 (보문동4가),브라운 관광호텔,관광숙박업,201810.388914346,453337.054032254,일반주거지역,6.0,1.0,50.0,,호텔,2695.67,
140,폐업,"서울특별시 종로구 율곡로10길 105, 5층 (봉익동, 디아망 쥬얼리)",24 게스트하우스 종로3가,관광숙박업,199243.960959498,452293.899531079,일반상업지역,5.0,0.0,16.0,,숙박시설,247.13,호스텔업
141,폐업,서울특별시 종로구 우정국로 46 (견지동),(주)아워홈 아벤트리호텔 종로점,관광숙박업,198469.85451949,452315.746209246,일반상업지역,11.0,1.0,155.0,기타,호텔,6086.66,관광호텔업
142,폐업,"서울특별시 성북구 동소문로20나길 33 (동선동1가, 리비에르 호텔)",리비에르,관광숙박업,201545.340113369,454475.241423262,,12.0,2.0,69.0,,,3158.0,관광호텔업
143,폐업,서울특별시 성북구 종암로 123 (종암동),홀리데이 인 서울 성북,관광숙박업,202859.062438797,455408.348757444,준주거지역,10.0,3.0,128.0,,호텔,10065.75,
144,폐업,"서울특별시 종로구 율곡로4길 11-3, 1층 (견지동)",아름호스텔,관광숙박업,198354.893145135,452526.073191496,일반상업지역,1.0,0.0,6.0,,,79.0,호스텔업
145,폐업,서울특별시 종로구 삼일대로32가길 38 (익선동),Hostel STAY NOW,관광숙박업,199022.300982384,452472.976006603,일반상업지역,9.0,1.0,20.0,학교정화(상대),숙박시설,547.0,호스텔업
146,폐업,서울특별시 종로구 창경궁로 106 (인의동),라마다 서울 종로,관광숙박업,199764.69151091,452177.255224359,일반상업지역,12.0,5.0,139.0,,숙박시설,9968.21,관광호텔업
147,폐업,서울특별시 중구 동호로 354 (을지로5가),라마다호텔 동대문,관광숙박업,200161.192418006,451521.415517111,,12.0,4.0,0.0,,,11378.0,관광호텔업
148,폐업,서울특별시 중구 남대문로5길 21 (북창동),신신호텔1,관광숙박업,198067.276635677,451115.055200121,,11.0,2.0,0.0,,,1233.29,
149,폐업,서울특별시 중구 세종대로22길 12 (태평로1가),뉴국제호텔,관광숙박업,197984.6447186,451739.947695781,,0.0,0.0,142.0,,,8814.0,관광호텔업
150,폐업,서울특별시 중구 을지로38길 20  (을지로5가),뉴천지,관광숙박업,200225.983119633,451511.262755282,,0.0,0.0,0.0,,,4665.0,
151,폐업,서울특별시 은평구 통일로 816 (불광동),프라임인서울호텔,관광숙박업,193216.526377146,457169.626220368,,8.0,1.0,0.0,,,5203.5,관광호텔업
152,폐업,서울특별시 중구 충무로 15 (충무로3가),티마크호텔명동,관광숙박업,199273.815368546,451144.90452668,,13.0,4.0,288.0,,,14965.47,관광호텔업
153,폐업,서울특별시 중구 을지로 280-2 (을지로7가),24게스트하우스동대문,관광숙박업,200730.296204033,451454.338715818,일반상업지역,6.0,0.0,26.0,학교정화(상대),호텔,605.09,호스텔업
154,폐업,"서울특별시 성동구 고산자로 277 (도선동, 비전호텔)",비젼관광호텔,관광숙박업,203096.157766782,451352.80812697,일반상업지역,8.0,1.0,64.0,기타,숙박시설,2499.06,관광호텔업
155,폐업,서울특별시 중구 퇴계로14길 1 (회현동3가),뉴오리엔탈관광호텔,관광숙박업,198491.235028989,450895.855106921,,0.0,0.0,65.0,,,3252.0,관광호텔업
156,폐업,서울특별시 중구 소월로 50 (남대문로5가),(주)씨디엘호텔코리아(밀레니엄 힐튼 서울),관광숙박업,197762.501510022,450337.580626313,,0.0,0.0,680.0,,,82856.0,관광호텔업
157,폐업,서울특별시 중구 퇴계로8길 13 (회현동1가),호텔 파레스,관광숙박업,198164.258357664,450703.59926523,준주거지역,8.0,1.0,52.0,기타,호텔,2772.84,관광호텔업
158,폐업,서울특별시 중구 충무로9길 20 (을지로3가),스타즈호텔 명동1호점,관광숙박업,199172.465802722,451638.530759379,일반상업지역,10.0,4.0,150.0,,호텔,7945.98,관광호텔업
159,폐업,,호텔미라보,관광숙박업,194849.138479032,450512.155519127,일반주거지역,0.0,0.0,0.0,,,0.0,
160,폐업,서울특별시 종로구 삼일대로32길 46 (익선동),JONGRO ALICE,관광숙박업,199003.460155451,452574.992954032,일반상업지역,5.0,0.0,8.0,학교정화(상대),숙박시설,278.43,호스텔업
161,영업중,"서울특별시 종로구 인사동7길 26, 호텔 썬비 (관훈동)",호텔 썬비,관광숙박업,198586.86523867,452307.07147577,일반상업지역,9.0,1.0,42.0,기타,호텔,2070.85,관광호텔업
162,영업중,서울특별시 중구 퇴계로8길 31-9 (회현동1가),루미아 호텔,관광숙박업,198142.881185174,450638.810478052,준주거지역,5.0,1.0,34.0,학교정화(상대),호텔,956.48,호스텔업
163,영업중,서울특별시 중구 장충단로 226 (광희동2가),소테츠호텔즈 더 스프라지르 서울 동대문,관광숙박업,200614.724711748,451381.249500534,일반상업지역,21.0,4.0,215.0,,호텔,12562.85,관광호텔업
164,영업중,서울특별시 중구 명동8가길 53 (충무로2가),호텔 크레토,관광숙박업,198877.823601669,451079.561839622,중심상업지역,9.0,1.0,35.0,학교정화(상대),,1377.07,관광호텔업
165,영업중,"서울특별시 중구 퇴계로 61, 10층 (남창동)",24게스트하우스 명동타운점,관광숙박업,198065.845616529,450787.39677054,일반상업지역,10.0,0.0,11.0,,,267.23,호스텔업
166,영업중,서울특별시 중구 퇴계로 306 (쌍림동),호텔 더 디자이너스 동대문,관광숙박업,200429.929353714,451264.595792065,,17.0,3.0,99.0,,,4804.48,관광호텔업
167,영업중,"서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)",솔라리아 니시테츠 호텔 서울 명동,관광숙박업,198619.38819773,451135.740279961,중심상업지역,0.0,0.0,312.0,학교정화(상대),호텔,12388.79,관광호텔업
168,영업중,"서울특별시 중구 덕수궁길 7, 3층 (태평로2가, 오천회관빌딩)",24게스트하우스 서울시청점,관광숙박업,197838.506308443,451380.770303032,일반주거지역,3.0,0.0,11.0,,,357.77,호스텔업
169,영업중,"서울특별시 중구 명동9길 16 (명동1가, 명동 센트럴빌딩 호텔스카이파크)",호텔 스카이파크 센트럴 명동점,관광숙박업,198625.254251263,451373.686002948,중심상업지역,16.0,7.0,312.0,,,18585.89,관광호텔업
170,영업중,"서울특별시 중구 동호로35길 5 (을지로5가, 석광빌딩)",에이큐브 호텔,관광숙박업,200110.335302043,451549.054429182,,8.0,2.0,43.0,,,2387.18,관광호텔업
171,영업중,"서울특별시 중구 남대문로7길 19 (소공동, 삼영빌딩)",크라운파크 호텔,관광숙박업,198232.003862907,451276.307297241,,16.0,2.0,204.0,,,9940.25,관광호텔업
172,영업중,서울특별시 중구 남대문로5길 15 (북창동),소테츠호텔즈 더 스프라지르 서울 명동,관광숙박업,198053.638327649,451086.299785656,,17.0,5.0,428.0,,,18598.8,관광호텔업
173,영업중,"서울특별시 중구 청계천로 184 (주교동, 남강빌딩)",2U호스텔,관광숙박업,199770.377675687,451814.600448477,,0.0,0.0,20.0,,,358.02,호스텔업
174,영업중,"서울특별시 중구 삼일대로 362 (장교동, 장교빌딩)",롯데시티호텔명동,관광숙박업,198876.925292257,451628.15318809,,25.0,5.0,435.0,,,25333.62,관광호텔업
175,영업중,서울특별시 중구 퇴계로 139 (충무로2가),호텔 스카이파크3,관광숙박업,198814.884440598,451003.686958642,중심상업지역,9.0,2.0,136.0,,호텔,5866.0,관광호텔업
176,영업중,서울특별시 서대문구 연세로2가길 3 (창천동),신촌라싸 관광호텔,관광숙박업,194391.16958802,450428.281096865,일반상업지역,13.0,2.0,41.0,기타,숙박시설,1785.96,관광호텔업
177,영업중,"서울특별시 서대문구 명물길 19, 8,9,10층 (창천동, 경오빌딩)",24게스트하우스 신촌에비뉴엘점,관광숙박업,194425.547743193,450629.487978481,일반주거지역,10.0,2.0,23.0,기타,근린생활시설,402.48,호스텔업
178,영업중,"서울특별시 서초구 강남대로107길 6 (잠원동, 더리버사이드호텔)",더리버사이드호텔,관광숙박업,201530.475526772,446268.294338007,일반상업지역,13.0,3.0,109.0,,호텔,30216.57,관광호텔업
179,영업중,"서울특별시 서초구 나루터로 64, 호텔티롤 (잠원동)",호텔티롤,관광숙박업,201428.517596116,445869.951055925,일반상업지역,9.0,4.0,83.0,기타,호텔,7518.78,관광호텔업
180,영업중,서울특별시 서초구 반포대로12길 29 (서초동),유원관광호텔,관광숙박업,201066.818606401,442553.417053589,일반상업지역,10.0,2.0,71.0,기타,호텔,4983.12,관광호텔업
181,영업중,서울특별시 서초구 반포대로14길 53 (서초동),호텔 소설(小雪),관광숙박업,201151.028822729,442683.649804365,상업지역,12.0,2.0,52.0,유흥업소밀집지역,호텔,3660.0,관광호텔업
182,영업중,서울특별시 서초구 강남대로 259 (서초동),호텔 페이토,관광숙박업,202811.357664681,442727.748435057,일반상업지역,19.0,4.0,186.0,학교정화(상대),호텔,8996.0,관광호텔업
183,영업중,서울특별시 서초구 효령로 427 (서초동),신라스테이 서초,관광숙박업,202594.604971816,443029.088344854,,0.0,0.0,0.0,,,17684.0,관광호텔업
184,영업중,"서울특별시 서초구 서초대로56길 18, 업플로 호스텔 (서초동)",업플로 호스텔,관광숙박업,201434.03210615,443506.579876212,일반상업지역,5.0,1.0,23.0,기타,숙박시설,1171.86,호스텔업
185,영업중,서울특별시 서초구 서초대로 338 (서초동),프로비스타 가족호텔,관광숙박업,201577.653343873,443623.599964173,일반상업지역,15.0,3.0,79.0,유흥업소밀집지역,호텔,6375.0,가족호텔업
186,영업중,서울특별시 송파구 올림픽로 240 (잠실동),호텔롯데 롯데호텔월드,관광숙박업,208589.363343145,445455.90405262,준주거지역,33.0,3.0,477.0,기타,숙박시설,95611.39,관광호텔업
187,영업중,서울특별시 서초구 신반포로 176 (반포동),JW메리어트호텔 서울,관광숙박업,200250.447804795,444683.220506107,일반상업지역,32.0,5.0,379.0,기타,근린생활시설,52653.0,관광호텔업
188,영업중,서울특별시 중구 퇴계로20길 35 (남산동2가),자자백팩커스,관광숙박업,198730.397072346,450725.563076072,일반주거지역,4.0,1.0,20.0,,,607.64,호스텔업
189,영업중,"서울특별시 송파구 송파대로20길 6 (문정동, 메리제인호텔)",메리제인호텔,관광숙박업,210857.025715606,442611.394350958,일반주거지역,8.0,2.0,29.0,기타,호텔,996.15,소형호텔업
190,영업중,서울특별시 마포구 월드컵북로5길 41 (서교동),크리에이터타운 서교,관광숙박업,192579.727675563,450446.890829184,일반주거지역,7.0,3.0,296.0,,,13942.06,관광호텔업
191,영업중,"서울특별시 영등포구 국회대로72길 7, 컴포트 인 여의도 (여의도동)",컴포트 인 여의도,관광숙박업,192899.064795934,447567.13830193,,10.0,2.0,71.0,,,4344.84,관광호텔업
192,영업중,서울특별시 중랑구 망우로52길 28 (상봉동),메이관광호텔,관광숙박업,207875.674530468,454873.610188721,일반상업지역,8.0,1.0,49.0,,호텔,3550.15,관광호텔업
193,영업중,서울특별시 중랑구 동일로 866 (묵동),드씨엘관광호텔,관광숙박업,206879.187709228,456164.316640469,,9.0,2.0,60.0,,,3213.91,관광호텔업
194,영업중,서울특별시 관악구 신림동3길 13-8 (신림동),상지,관광숙박업,193553.030136586,442745.098221121,일반상업지역,10.0,1.0,21.0,,호텔,581.76,호스텔업
195,영업중,서울특별시 은평구 통일로 891 (갈현동),호텔디아티스트 연신내점,관광숙박업,192817.322848018,457796.737235427,,9.0,2.0,0.0,,,2213.15,관광호텔업
196,영업중,"서울특별시 강남구 영동대로 618, 호텔인나인 (삼성동)",호텔 인 나인,관광숙박업,205230.860541362,445942.050995741,일반상업지역,19.0,4.0,0.0,기타,숙박시설,0.0,관광호텔업
197,영업중,서울특별시 영등포구 신길로33길 20 (신길동),STOWER HOSTEL,관광숙박업,191851.193004066,444816.908814418,근린상업지역,11.0,2.0,27.0,,,861.9,호스텔업
198,영업중,"서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 (독산동)",엠디호텔 독산,관광숙박업,190799.832998673,439885.941303087,준주거지역,15.0,3.0,258.0,,,14668.02,관광호텔업
199,영업중,"서울특별시 서대문구 이화여대1안길 13, 2~8층 (대현동)",이화블로섬하우스,관광숙박업,195013.650484425,450588.358613375,일반상업지역,8.0,1.0,24.0,기타,숙박시설,609.32,호스텔업
200,영업중,"서울특별시 강남구 도산대로 419, 4층층 (청담동)",호텔리베라 아노블리,관광숙박업,203610.123149101,446848.654294053,일반주거지역,4.0,0.0,30.0,학교정화(상대),숙박시설,2892.85,가족호텔업
201,영업중,"서울특별시 강남구 논현로 854, 안다즈서울강남 (신사동)",안다즈 서울 강남,관광숙박업,202482.216634599,447020.420866992,일반주거지역,17.0,5.0,0.0,주택가주변,호텔,36111.54,관광호텔업
202,영업중,서울특별시 영등포구 국회대로36길 2-1 (당산동3가),이도,관광숙박업,190915.92259099,447210.304167445,준공업지역,8.0,1.0,27.0,학교정화(상대),,673.47,호스텔업
203,영업중,서울특별시 송파구 올림픽로12길 4-17 (잠실동),호텔 더 캐슬(신천),관광숙박업,207163.343016332,445433.784924234,상업지역,16.0,2.0,68.0,유흥업소밀집지역,호텔,2983.46,관광호텔업
204,영업중,"서울특별시 중구 명동길 55, 11층 (명동1가)",서울 라이트 인 명동,관광숙박업,198636.142124311,451325.229841133,,15.0,2.0,23.0,,,505.98,호스텔업
205,영업중,"서울특별시 중구 퇴계로18길 43, 지하1,1,2층 (남산동2가)",오요5,관광숙박업,198591.133748202,450740.353160129,일반주거지역,2.0,1.0,20.0,학교정화(상대),,610.66,호스텔업
206,영업중,서울특별시 도봉구 도봉로117길 8-6 (쌍문동),그린홈 호스텔,관광숙박업,202993.699335477,460811.193026879,일반상업지역,10.0,1.0,24.0,,숙박시설,527.37,호스텔업
207,영업중,서울특별시 구로구 남부순환로105길 20 (가리봉동),한중레지던스,관광숙박업,190337.689631891,441911.257105979,준공업지역,9.0,2.0,36.0,기타,숙박시설,829.4,호스텔업
208,영업중,서울특별시 종로구 인사동길 49 (관훈동),나인트리 바이 파르나스 서울 인사동,관광숙박업,198498.918632911,452473.403750001,일반상업지역,13.0,4.0,301.0,,숙박시설,22134.77,관광호텔업
209,영업중,서울특별시 중랑구 망우로 232 (상봉동),라코지스테이서울,관광숙박업,206859.514743746,454661.814438348,,15.0,1.0,68.0,,,4129.86,가족호텔업
210,영업중,"서울특별시 강남구 도산대로 144, 보코서울강남(가족호텔) (논현동)",보코 서울 강남,관광숙박업,202108.433846703,446160.618240423,일반주거지역,15.0,3.0,151.0,기타,숙박시설,10426.44,가족호텔업
211,영업중,"서울특별시 종로구 삼봉로 48, 라이나타워 (청진동)",바랑재,관광숙박업,198166.359660599,452193.22830404,관리지역,3.0,0.0,0.0,기타,숙박시설,2236.0,한국전통호텔업
212,영업중,"서울특별시 광진구 광장로 89, 2층 (광장동)",스테이42,관광숙박업,209375.068351656,449558.030455124,,0.0,0.0,7.0,,,163.0,호스텔업
213,영업중,서울특별시 중구 퇴계로2길 20 (남창동),케이팝 서울타워 호스텔,관광숙박업,197912.569432128,450501.826339044,일반주거지역,4.0,1.0,20.0,,,488.3,호스텔업
214,영업중,서울특별시 종로구 창경궁로 123-20 (인의동),이스트 아뜰리에,관광숙박업,199636.410863155,452376.667974027,일반상업지역,3.0,1.0,6.0,주택가주변,숙박시설,367.96,호스텔업
215,영업중,"서울특별시 중구 퇴계로18길 33 (1층,5층) (남산동2가)",오요6(OYO6),관광숙박업,198623.369754854,450781.146728928,일반주거지역,0.0,0.0,18.0,,,260.36,호스텔업
216,영업중,서울특별시 강서구 마곡중앙로 143 (마곡동),머큐어 서울 마곡,관광숙박업,184522.907834771,451531.924488537,일반상업지역,13.0,7.0,400.0,,호텔,33289.7,관광호텔업
217,영업중,"서울특별시 구로구 디지털로32다길 20-6, 1층 (구로동)",Nine RoD,관광숙박업,191039.582188916,442227.22816683,준공업지역,1.0,0.0,19.0,,근린생활시설,75.26,호스텔업
218,영업중,"서울특별시 종로구 지봉로 24-12, 5층 (숭인동)",U-STAY HOSTEL,관광숙박업,201365.396263672,452247.733898196,상업지역,0.0,0.0,6.0,기타,숙박시설,130.12,호스텔업
219,영업중,서울특별시 서대문구 신촌로 157 (대현동),화영호스텔,관광숙박업,194948.135636533,450516.885928437,상업지역,15.0,2.0,29.0,기타,호텔,773.4,호스텔업
220,영업중,서울특별시 용산구 이태원로26길 17-1 (이태원동),호스텔 펠라즈(Hostel Fellaz),관광숙박업,199369.871968405,447943.699776291,,3.0,1.0,0.0,,,282.47,호스텔업
221,영업중,"서울특별시 중구 을지로 255, 기승빌딩 10층 (을지로6가)",케이스타호텔,관광숙박업,200513.524528228,451579.099838143,상업지역,11.0,4.0,13.0,,,354.66,호스텔업
222,영업중,"서울특별시 구로구 디지털로19길 9, 가리봉 호스텔 (가리봉동)",가리봉 호스텔,관광숙박업,190189.036566337,442005.296573287,준공업지역,13.0,1.0,136.0,기타,호텔,3785.69,호스텔업
223,영업중,서울특별시 종로구 돈화문로11길 37 (낙원동),목시 서울 인사동 호텔,관광숙박업,198988.983646221,452223.097221066,일반상업지역,16.0,3.0,140.0,,숙박시설,5971.04,관광호텔업
224,영업중,"서울특별시 송파구 송이로 104, 관광호텔 (가락동)",부티크 호텔 XYM,관광숙박업,210664.369854452,443861.184407649,일반주거지역,7.0,2.0,29.0,주택가주변,호텔,971.0,소형호텔업
225,영업중,"서울특별시 서대문구 이화여대1안길 15, 4~8층 (대현동)",디케이하우스(DK HOUSE),관광숙박업,195004.191373545,450587.21669084,일반상업지역,8.0,0.0,8.0,기타,숙박시설,484.66,호스텔업
226,영업중,"서울특별시 구로구 남부순환로105다길 9-1, STUDIO 135 (가리봉동)",스튜디오 135 호스텔,관광숙박업,190288.461900752,441957.227369102,준공업지역,9.0,1.0,40.0,기타,호텔,997.25,호스텔업
227,영업중,"서울특별시 관악구 신림로65길 10-33, 삼화 (신림동)",삼화,관광숙박업,193621.587472621,442638.239212304,일반상업지역,12.0,1.0,49.0,,호텔,1077.84,호스텔업
228,영업중,서울특별시 은평구 진흥로 179 (대조동),포레스타호텔,관광숙박업,193699.928737406,456254.05836331,일반상업지역,19.0,3.0,0.0,기타,숙박시설,2658.86,관광호텔업
229,영업중,"서울특별시 종로구 율곡로 228, glue hotel (이화동)",글루호텔,관광숙박업,200280.218939597,452611.575936538,일반상업지역,13.0,2.0,54.0,학교정화(상대),숙박시설,1843.53,관광호텔업
230,영업중,서울특별시 영등포구 신길로 293 (영등포동1가),토요코인 서울영등포,관광숙박업,192147.071374183,446166.198579975,,18.0,3.0,375.0,,,9519.37,관광호텔업
231,영업중,서울특별시 영등포구 선유로23길 3 (양평동1가),가예,관광숙박업,190182.956236984,446740.003448997,,9.0,1.0,34.0,,,851.67,호스텔업
232,영업중,서울특별시 금천구 시흥대로56길 15 (시흥동),호텔 트리플8,관광숙박업,191301.371054373,438953.867911208,일반상업지역,10.0,1.0,40.0,,,982.8,호스텔업
233,영업중,서울특별시 금천구 범안로12길 29-29 (독산동),로즈데일 인 독산,관광숙박업,190517.410148318,440300.104174246,준공업지역,9.0,1.0,54.0,,숙박시설,998.44,호스텔업
234,영업중,"서울특별시 중구 소공로6나길 8, 1-2층 (회현동2가)",제이오너 호스텔,관광숙박업,198483.811641009,450642.314853297,일반주거지역,1.0,0.0,10.0,학교정화(상대),,212.22,호스텔업
235,영업중,"서울특별시 구로구 경인로 610, 코리아빌딩 (신도림동)",더링크호텔,관광숙박업,189661.489845947,444788.587049392,준주거지역,19.0,6.0,142.0,,숙박시설,45945.42,관광호텔업
236,영업중,서울특별시 중구 퇴계로 52 (회현동1가),보코 언 아이에이치지 호텔,관광숙박업,198043.635511275,450686.849956646,,19.0,2.0,576.0,,숙박시설,26667.09,관광호텔업
237,영업중,"서울특별시 용산구 양녕로 495, 스카이 스위트 (이촌동)",스카이 스위트,관광숙박업,196410.233494294,446549.862090232,자연녹지지역,3.0,0.0,1.0,기타,숙박시설,144.13,호스텔업
238,영업중,"서울특별시 서대문구 연세로2가길 4, 피엔에스호텔 (창천동)",메이븐호텔,관광숙박업,194417.265399993,450431.708419531,상업지역,10.0,1.0,31.0,기타,호텔,1573.18,관광호텔업
239,영업중,"서울특별시 중구 명동10길 23, 4층 (명동2가)",유스테이호스텔(U-STAY HOSTEL),관광숙박업,198662.601529757,451175.710664862,일반상업지역,4.0,0.0,24.0,,숙박시설,397.68,호스텔업
240,영업중,서울특별시 송파구 오금로11길 21-19 (방이동),오로시에 관광호텔,관광숙박업,209581.256815683,445953.572522606,,9.0,1.0,45.0,,,67.03,관광호텔업
241,영업중,"서울특별시 송파구 올림픽로32길 7, 호텔 더 캐슬 (방이동)",호텔 더 캐슬(방이1),관광숙박업,209573.702036723,445919.513434498,일반상업지역,16.0,2.0,63.0,유흥업소밀집지역,숙박시설,2806.76,관광호텔업
242,영업중,"서울특별시 서대문구 신촌로 141, 위고인호스텔 (대현동)",위고인,관광숙박업,194770.272306267,450529.307302535,일반상업지역,9.0,1.0,45.0,기타,숙박시설,1324.68,호스텔업
243,영업중,서울특별시 중구 을지로 224 (을지로5가),나인트리 바이 파르나스 서울 동대문,관광숙박업,200187.271400312,451592.158106036,상업지역,20.0,3.0,219.0,,,8871.73,관광호텔업
244,영업중,"서울특별시 강남구 영동대로 506, 유니온타 (삼성동)",신라스테이 삼성,관광숙박업,205513.023202982,445316.784823869,일반주거지역,19.0,4.0,309.0,기타,호텔,16847.01,관광호텔업
245,영업중,서울특별시 중구 남대문로 84 (남대문로2가),스탠포드호텔 명동,관광숙박업,198401.701305913,451374.312212737,중심상업지역,18.0,3.0,254.0,,,12099.72,관광호텔업
246,영업중,서울특별시 영등포구 선유로23길 4 (양평동1가),ROJIN(로진),관광숙박업,190171.844795511,446760.131273728,,11.0,3.0,97.0,,,2680.88,호스텔업
247,영업중,서울특별시 마포구 마포대로 67 (도화동),로이넷 호텔 서울 마포,관광숙박업,195359.808050656,448841.031803244,일반상업지역,24.0,4.0,341.0,학교정화(상대),숙박시설,20616.76,관광호텔업
248,영업중,"서울특별시 마포구 양화로 144, MERCURE 앰배서더 HOTEL 홍대 (동교동)",머큐어 앰배서더 서울 홍대,관광숙박업,193073.64466155,450341.82321403,근린상업지역,18.0,6.0,270.0,학교정화(상대),숙박시설,13665.81,관광호텔업
249,영업중,"서울특별시 광진구 동일로30길 52, 4, 5층 (화양동)",우드블랑 호스텔,관광숙박업,206136.313460939,449461.628618281,준주거지역,0.0,0.0,4.0,,숙박시설,227.79,호스텔업
250,영업중,서울특별시 중구 수표로 10 (충무로3가),스테이모드,관광숙박업,199095.113474444,451098.796818087,,4.0,0.0,0.0,,,0.0,호스텔업
251,영업중,"서울특별시 종로구 종로54길 32, 3~4층 (창신동)",247 HOSTEL SEOUL,관광숙박업,201161.5695658,452070.731182291,상업지역,4.0,1.0,0.0,기타,숙박시설,261.36,호스텔업
252,영업중,"서울특별시 종로구 종로8길 15, 3층 (관철동)",찰나 호스텔,관광숙박업,198527.201079961,451901.155059874,상업지역,6.0,1.0,0.0,기타,숙박시설,104.0,호스텔업
253,영업중,"서울특별시 종로구 종로 62-1, 4층 (종로2가)",스테이울림,관광숙박업,198549.377397696,451960.972726138,상업지역,6.0,2.0,0.0,기타,숙박시설,103.54,호스텔업
254,영업중,"서울특별시 중구 을지로38길 30, 지상2층~지상3층 (을지로5가)",미리네 스테이,관광숙박업,200212.624773672,451455.935226392,,4.0,0.0,2.0,,숙박시설,88.62,호스텔업
255,영업중,"서울특별시 중구 퇴계로63길 22, 지상2층~지상5층 (을지로7가)",스테이 쉼,관광숙박업,200710.77679721,451455.325218208,,5.0,1.0,0.0,,숙박시설,179.12,호스텔업
256,영업중,"서울특별시 중구 명동8길 8-11, 3층 (명동2가)",무드온 명동,관광숙박업,198513.571993372,451211.103380431,,0.0,0.0,0.0,,,0.0,호스텔업
257,영업중,"서울특별시 송파구 오금로11길 29-15, 호텔베네 롯데타워점 (방이동)",호텔베네 롯데타워점,관광숙박업,209664.305905648,445965.223882044,상업지역,15.0,3.0,0.0,,숙박시설,2896.12,관광호텔업
258,영업중,"서울특별시 종로구 종로 248-1, 5층 (종로5가)",편안정 종로5가점,관광숙박업,200401.722939568,452062.956830205,상업지역,6.0,1.0,0.0,기타,숙박시설,90.55,호스텔업
259,영업중,"서울특별시 종로구 종로 248-1, 2층 (종로5가)",스테이 도손 동대문점,관광숙박업,200401.722939568,452062.956830205,상업지역,6.0,1.0,0.0,기타,숙박시설,90.55,호스텔업
260,영업중,서울특별시 강남구 학동로3길 49 (논현동),하로스테이 신사,관광숙박업,201799.777259061,445833.24604916,주거지역,4.0,1.0,0.0,주택가주변,숙박시설,346.46,호스텔업
261,영업중,"서울특별시 강남구 강남대로 482, 3층 (논현동)",레이지타이거 HOSTEL,관광숙박업,202098.026747912,444801.432607191,주거지역,3.0,1.0,0.0,주택가주변,숙박시설,233.49,호스텔업
